hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,open_ports,running_services,software_indicators,ad_groups,privilege_level,workstation_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
wks-0297,Windows,10,8,64,False,True,[135 445],[],['Chrome' 'Office' 'Teams' 'VPN Client'],['Finance'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.86,True
wks-0298,Windows,10,32,16,True,True,[ 139 3389],['Defender' 'RDP'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Developers' 'Executives'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.82,True
wks-0299,Windows,11,4,32,False,True,[ 139 8888],[],['Chrome' 'Postman' 'Selenium'],['Domain Users' 'Finance'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
wks-0300,Windows,10,4,64,True,True,[135 139 445],[],['AutoCAD' 'MATLAB' 'SolidWorks'],['Finance'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_hybrid,0.76,True
wks-0301,macOS,13,8,8,False,False,[ 22 631],['Defender' 'OneDrive Sync' 'VPN Client'],['Chrome' 'Office' 'VS Code'],['Engineering' 'HR'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
wks-0302,Windows,10,8,16,True,True,[135],[],['AutoCAD' 'Chrome' 'Firefox' 'MATLAB' 'Office' 'SolidWorks'],['Domain Users' 'QA'],Privileged Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_hybrid,0.97,True
wks-0303,Windows,10,8,32,True,True,[ 135  445 3389],['Backup Agent' 'Defender' 'OneDrive Sync' 'VPN Client'],['Chrome' 'Office' 'Teams'],['Developers'],Local Admin,Standard User Workstation,Moderate,High,Moderate,synthetic_rules,0.82,True
wks-0304,Windows,10,8,64,False,True,[ 135  139  445 3389],['Defender' 'RDP'],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Help Desk'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.8,True
wks-0305,Windows,10,8,64,False,True,[135],['EDR Agent' 'Print Spooler' 'RDP'],['Firefox' 'POS Client' 'Receipt Printer Driver' 'Teams' 'VPN Client'],['Help Desk'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.81,True
wks-0306,Windows,11,8,8,True,True,[ 135  139  445 3389],['Defender' 'OneDrive Sync'],['POS Client' 'Receipt Printer Driver' 'VPN Client'],['Call Center' 'Domain Users'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_rules,0.87,True
wks-0307,Windows,11,32,64,True,True,[ 139  445 3389],['EDR Agent' 'OneDrive Sync' 'SSH' 'VPN Client'],['Office' 'Teams' 'Workday'],['HR'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.82,True
wks-0308,Windows,10,32,32,True,True,[ 135  139 3389],['OneDrive Sync' 'Print Spooler' 'RDP'],['AutoCAD' 'Chrome' 'MATLAB' 'SolidWorks'],['Domain Users'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_rules,0.86,True
wks-0309,Windows,10,8,32,False,True,[139 445],['Defender' 'EDR Agent' 'VPN Client'],"['Office' 'PowerShell' 'PuTTY' 'RSAT' 'Teams' 'VMware Workstation'
 'VPN Client']",['Finance'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.87,True
wks-0310,macOS,13,4,64,False,False,[22],['Print Spooler' 'VPN Client'],['CRM Client' 'Chrome' 'Softphone'],['IT Operations' 'Training'],Local Admin,Call Center Workstation,Moderate,High,High,synthetic_hybrid,0.73,True
wks-0311,macOS,13,4,16,True,True,[ 22 631],['Backup Agent' 'Defender' 'OneDrive Sync' 'Print Spooler'],['Adobe Creative Cloud' 'Blender' 'Figma' 'Firefox'],['Data Scientists' 'Finance'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
wks-0312,Windows,10,4,16,False,True,[ 135 3389 8000 8888],['Defender' 'OneDrive Sync' 'RDP' 'SSH'],['Chrome' 'Postman' 'Selenium' 'Teams'],['Engineering' 'Training'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
wks-0313,Windows,11,8,8,False,True,[ 135  139  445 3389],['EDR Agent' 'OneDrive Sync' 'SSH' 'VPN Client'],['POS Client' 'Receipt Printer Driver'],['QA' 'Training'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.94,True
wks-0314,Windows,11,4,16,False,True,[445],['Backup Agent' 'Defender' 'Print Spooler' 'VPN Client'],['CRM Client' 'Chrome' 'Softphone'],['Finance' 'QA'],Privileged Admin,Call Center Workstation,Moderate,High,High,synthetic_rules,0.94,True
wks-0315,Windows,10,16,8,True,True,[445],['Defender' 'EDR Agent' 'OneDrive Sync' 'Print Spooler'],['Adobe Creative Cloud' 'Blender' 'Figma'],['Help Desk'],Local Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_rules,0.86,True
wks-0316,Windows,10,16,16,False,True,[ 445 3389 8000 8888],[],"['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'Office' 'PyCharm' 'VS Code'
 'Zoom']",['Developers' 'Executives'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.72,True
wks-0317,Windows,10,8,64,True,True,[ 135  139 3389],[],['Excel' 'Firefox' 'Power BI Desktop' 'SAP GUI' 'VPN Client'],['Domain Users'],Power User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.72,True
wks-0318,Windows,11,8,32,False,True,[ 445 3389],['Print Spooler' 'SSH' 'VPN Client'],['Chrome' 'Postman' 'Selenium'],['Call Center' 'Domain Users'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_hybrid,0.92,True
wks-0319,Windows,10,4,8,True,True,[ 135  139 3389],['SSH' 'VPN Client'],['AutoCAD' 'MATLAB' 'SolidWorks' 'Teams'],['Help Desk'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.76,True
wks-0320,macOS,13,4,16,False,False,[8000 8888],['Backup Agent' 'Defender'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Developers' 'Training'],Power User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.71,True
wks-0321,Windows,10,4,8,False,True,[ 135  445 3389],['EDR Agent' 'RDP' 'VPN Client'],['Office' 'Teams' 'Zoom'],['Engineering'],Standard User,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.89,True
wks-0322,Windows,10,4,32,False,True,[139],['RDP' 'SSH' 'VPN Client'],['Firefox' 'Office' 'Teams' 'Zoom'],['QA'],Standard User,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.86,True
wks-0323,Windows,10,16,16,True,True,[ 135  445 3389 8888],[],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Developers'],Privileged Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_hybrid,0.97,True
wks-0324,Windows,10,16,16,True,True,[ 135 8000],['Backup Agent' 'RDP'],['Anaconda' 'Chrome' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Training'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0325,Windows,11,8,16,False,True,[3389],[],['Chrome' 'Office' 'Teams' 'VS Code' 'Zoom'],['Data Scientists' 'Help Desk'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.87,True
wks-0326,Windows,11,16,64,False,True,[ 135  139 3389],[],['Office' 'Teams' 'Workday'],['IT Operations'],Standard User,HR Workstation,High,High,Moderate,synthetic_hybrid,0.75,True
wks-0327,Windows,10,8,64,False,True,[139],['EDR Agent' 'Print Spooler' 'VPN Client'],['Chrome' 'Excel' 'Power BI Desktop' 'SAP GUI' 'VPN Client' 'Zoom'],['Engineering' 'HR'],Standard User,Finance Workstation,High,High,Moderate,synthetic_ml_seed,0.95,True
wks-0328,Windows,11,8,32,False,True,[ 139  445 3389],['Backup Agent' 'SSH'],['Chrome' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation' 'VPN Client'],['Developers' 'Retail'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.98,True
wks-0329,Windows,10,4,64,True,True,[139 445],['Backup Agent' 'Defender'],['POS Client' 'Receipt Printer Driver'],['Help Desk' 'SOC'],Power User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.97,True
wks-0330,Ubuntu Desktop,22.04,16,16,False,True,[631],['Backup Agent' 'Print Spooler' 'SSH'],['Chrome' 'KioskShell'],['QA'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
wks-0331,Windows,10,4,16,False,True,[3389],[],['Firefox' 'Office' 'Teams' 'Workday' 'Zoom'],['Help Desk'],Standard User,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.89,True
wks-0332,Windows,10,4,16,False,True,[135 445],['Defender' 'OneDrive Sync' 'VPN Client'],['Chrome' 'KioskShell'],['Finance' 'QA'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
wks-0333,Ubuntu Desktop,22.04,32,32,True,True,[ 22 631],['Defender' 'RDP' 'SSH' 'VPN Client'],['Chrome' 'Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'Zoom'],['Engineering' 'QA'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_rules,0.83,True
wks-0334,Windows,10,16,32,False,True,[ 445 8000 8888],[],['Chrome' 'Postman' 'Selenium' 'VPN Client'],['Help Desk' 'QA'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
wks-0335,Windows,11,4,16,False,True,[ 139  445 3389],['OneDrive Sync' 'Print Spooler' 'VPN Client'],['Chrome' 'Office' 'VS Code'],['Help Desk'],Local Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_hybrid,0.96,True
wks-0336,Windows,11,8,16,False,True,[5601],[],['Burp Suite' 'Splunk' 'Sysinternals' 'VPN Client' 'Wireshark'],['Call Center' 'Retail'],Privileged Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_ml_seed,0.76,True
wks-0337,Windows,10,32,32,False,True,[ 135  139 3389],['Defender' 'OneDrive Sync' 'SSH'],['Chrome' 'Firefox' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'Zoom'],['Help Desk' 'IT Operations'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_rules,0.96,True
wks-0338,Windows,10,4,64,False,True,[3389],['Backup Agent' 'EDR Agent' 'RDP' 'VPN Client'],['Chrome' 'Office' 'Teams' 'VPN Client'],['SOC'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
wks-0339,Windows,10,8,8,False,True,[135 139],[],['Chrome' 'Office' 'VS Code' 'Zoom'],['HR'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.77,True
wks-0340,Windows,10,8,16,True,True,[3389 8000],[],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Developers'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.93,True
wks-0341,Windows,10,8,64,True,True,[445],[],['Adobe Creative Cloud' 'Blender' 'Figma' 'Firefox' 'Teams'],['Data Scientists' 'SOC'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0342,macOS,14,8,8,False,False,[ 22 631],['Backup Agent' 'OneDrive Sync' 'SSH' 'VPN Client'],['POS Client' 'Receipt Printer Driver'],['QA' 'Retail'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_rules,0.71,True
wks-0343,Windows,11,4,32,True,True,[ 445 8000 8888],['Backup Agent' 'SSH'],"['Anaconda' 'Firefox' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'Teams'
 'TensorFlow']",['SOC'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.83,True
wks-0344,Windows,10,8,8,False,True,[135 445],['Backup Agent' 'Print Spooler' 'SSH'],['CRM Client' 'Chrome' 'Softphone'],['Retail'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.98,True
wks-0345,Windows,10,16,16,True,True,[3389],['Defender' 'Print Spooler'],['Adobe Creative Cloud' 'Blender' 'Figma' 'Zoom'],['Domain Users' 'Finance'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.77,True
wks-0346,macOS,14,8,16,True,True,[22],[],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Finance' 'IT Operations'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.73,True
wks-0347,macOS,14,4,64,False,False,[631],['RDP' 'SSH'],['Excel' 'Office' 'Power BI Desktop' 'SAP GUI'],['Help Desk'],Standard User,Finance Workstation,High,High,Moderate,synthetic_rules,0.71,True
wks-0348,Windows,11,4,8,True,True,[135 445],['Backup Agent' 'OneDrive Sync' 'Print Spooler'],['AutoCAD' 'Chrome' 'MATLAB' 'Office' 'SolidWorks' 'VPN Client'],['Domain Users' 'Engineering'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_hybrid,0.9,True
wks-0349,Windows,10,32,16,False,True,[ 445 3389],['Defender' 'SSH'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['QA'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.85,True
wks-0350,Windows,10,8,8,False,True,[8888],[],['Chrome' 'Postman' 'Selenium'],['Executives' 'Retail'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
wks-0351,Windows,10,4,32,True,True,[135],['OneDrive Sync' 'Print Spooler' 'RDP'],['CRM Client' 'Chrome' 'Softphone' 'Zoom'],['Help Desk'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.72,True
wks-0352,Windows,11,4,8,False,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'EDR Agent' 'VPN Client'],['Chrome' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation' 'VPN Client'],['Domain Users'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.9,True
wks-0353,Ubuntu Desktop,22.04,16,32,False,True,[22],['Defender' 'EDR Agent' 'SSH'],['POS Client' 'Receipt Printer Driver' 'Teams' 'VPN Client' 'Zoom'],['Finance'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.71,True
wks-0354,Windows,10,4,16,False,True,[ 135  139  445 3389],['Defender' 'EDR Agent' 'OneDrive Sync'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['IT Operations'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_rules,0.71,True
wks-0355,Windows,10,16,16,False,True,[135],['Backup Agent' 'EDR Agent' 'SSH' 'VPN Client'],"['Chrome' 'Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'
 'VPN Client']",['Developers' 'SOC'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.9,True
wks-0356,Windows,10,4,64,False,True,[3389],[],['Chrome' 'Office' 'VS Code'],['IT Operations'],Local Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_hybrid,0.88,True
wks-0357,Windows,11,4,16,True,True,[ 135  139 5601],[],['Burp Suite' 'Firefox' 'Office' 'Splunk' 'Sysinternals' 'Wireshark'],['Call Center' 'Retail'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.9,True
wks-0358,Windows,10,4,8,False,True,[445],['OneDrive Sync' 'SSH' 'VPN Client'],['Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation' 'Zoom'],['Call Center' 'Executives'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.73,True
wks-0359,Windows,11,4,32,False,True,[3389],['Print Spooler' 'RDP' 'VPN Client'],['Excel' 'Power BI Desktop' 'SAP GUI' 'VPN Client'],['Help Desk' 'Retail'],Standard User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.84,True
wks-0360,macOS,14,8,16,False,True,[ 22 631],['Print Spooler' 'SSH'],['Office' 'Teams' 'Zoom'],['Help Desk' 'QA'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.79,True
wks-0361,Ubuntu Desktop,22.04,4,16,True,True,[  22  631 5601],['EDR Agent' 'RDP'],['Burp Suite' 'Splunk' 'Sysinternals' 'Wireshark'],['Executives'],Privileged Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.86,True
wks-0362,Windows,10,16,32,False,True,[ 135  139  445 3389],['Backup Agent' 'OneDrive Sync' 'RDP'],['Office' 'Teams' 'Zoom'],['Finance'],Standard User,Executive Workstation,High,High,Moderate,synthetic_rules,0.87,True
wks-0363,Windows,10,4,32,False,True,[ 445 3389],['RDP' 'SSH'],['Office' 'Teams' 'Zoom'],['Retail'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.89,True
wks-0364,Windows,11,4,32,True,True,[ 135  139 3389],['Defender' 'Print Spooler' 'SSH'],['Adobe Creative Cloud' 'Blender' 'Figma'],['Engineering'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
wks-0365,Windows,10,8,32,True,True,[ 135 3389],['Defender' 'OneDrive Sync' 'SSH'],['CRM Client' 'Chrome' 'Softphone'],['Executives' 'QA'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.89,True
wks-0366,macOS,13,8,64,False,False,[631],['EDR Agent' 'Print Spooler'],['PuTTY' 'RDP' 'ServiceNow' 'Teams' 'Zoom'],['Executives' 'Help Desk'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.73,True
wks-0367,macOS,14,4,32,True,True,[631],['EDR Agent' 'Print Spooler'],['Adobe Creative Cloud' 'Blender' 'Figma' 'Firefox'],['Call Center' 'Executives'],Local Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_rules,0.75,True
wks-0368,Windows,10,16,32,False,True,[135],['Defender' 'Print Spooler'],['Chrome' 'Office' 'VPN Client' 'VS Code'],['Developers'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.9,True
wks-0369,Windows,11,8,16,False,True,[135 139],['Backup Agent' 'Defender' 'EDR Agent' 'Print Spooler'],['Chrome' 'Office' 'Teams' 'VPN Client' 'Zoom'],['Retail'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.79,True
wks-0370,Windows,10,16,16,False,True,[ 139  445 8000],['Print Spooler' 'RDP' 'SSH'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Data Scientists' 'Developers'],Power User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.78,True
wks-0371,Windows,11,8,16,True,True,[ 135  445 3389],['OneDrive Sync' 'RDP'],['Chrome' 'Firefox' 'Office' 'Teams' 'Workday'],['Training'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.95,True
wks-0372,Windows,10,4,64,False,True,[135 139 445],['Defender' 'EDR Agent' 'RDP' 'VPN Client'],['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Developers' 'Domain Users'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.95,True
wks-0373,Windows,11,32,16,False,True,[8888],['Backup Agent' 'RDP' 'SSH' 'VPN Client'],['Chrome' 'Firefox' 'Office' 'Postman' 'Selenium'],['IT Operations'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.94,True
wks-0374,Windows,10,4,32,False,True,[135],[],['Firefox' 'Office' 'Teams' 'VPN Client' 'Workday'],['Domain Users' 'IT Operations'],Local Admin,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.73,True
wks-0375,Windows,11,4,16,False,True,[ 139 8888],['EDR Agent' 'RDP' 'SSH'],['Chrome' 'Firefox' 'Postman' 'Selenium' 'Teams'],['Data Scientists'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.83,True
wks-0376,Windows,10,4,16,False,True,[ 445 3389],[],"['Chrome' 'Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'
 'VPN Client']",['Finance' 'Retail'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.81,True
wks-0377,Windows,11,8,16,False,True,[135],['Defender' 'OneDrive Sync' 'SSH' 'VPN Client'],['Chrome' 'Office' 'Teams' 'Zoom'],['Developers' 'HR'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.76,True
wks-0378,macOS,13,8,16,True,False,[ 631 8000],[],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['SOC'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
wks-0379,macOS,13,4,8,False,True,[ 22 631],['Defender' 'EDR Agent' 'SSH' 'VPN Client'],['POS Client' 'Receipt Printer Driver' 'Teams' 'VPN Client'],['Engineering' 'QA'],Power User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_hybrid,0.83,True
wks-0380,Ubuntu Desktop,22.04,4,16,False,True,[631],['Print Spooler' 'RDP'],['Excel' 'Power BI Desktop' 'SAP GUI'],['Retail'],Power User,Finance Workstation,High,High,Moderate,synthetic_hybrid,0.74,True
wks-0381,Windows,11,8,8,False,True,[ 139 3389],['RDP' 'SSH'],['Firefox' 'Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'VPN Client'],['IT Operations'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_rules,0.93,True
wks-0382,Windows,11,32,8,False,True,[135 139 445],['EDR Agent' 'Print Spooler' 'RDP' 'VPN Client'],['Chrome' 'POS Client' 'Receipt Printer Driver' 'Teams'],['Executives' 'Finance'],Power User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_hybrid,0.7,True
wks-0383,Windows,10,16,64,False,True,[135 139 445],['Backup Agent' 'OneDrive Sync' 'VPN Client'],['Chrome' 'KioskShell' 'Teams' 'Zoom'],['Domain Users' 'HR'],Local Admin,Kiosk Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.95,True
wks-0384,Windows,10,16,16,False,True,[ 135  139  445 3389],['Backup Agent' 'OneDrive Sync' 'Print Spooler' 'RDP'],['Chrome' 'Office' 'Teams' 'Workday'],['Developers' 'Training'],Local Admin,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.97,True
wks-0385,macOS,13,8,64,True,False,[ 22 631],['OneDrive Sync' 'RDP'],['Chrome' 'Office' 'Teams'],['Developers' 'Executives'],Local Admin,Standard User Workstation,Moderate,High,Moderate,synthetic_rules,0.96,True
wks-0386,Windows,11,4,16,True,True,[ 135  139  445 3389],['Backup Agent' 'RDP' 'SSH'],['Chrome' 'KioskShell'],['HR'],Power User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.81,True
